348,5170,"Altres tipus de comerç a l'engròs",517
349,5211,"Comerç al detall, amb predomini d'aliments, begudes i tabac en establiments no especialitzats",521
350,5212,"Comerç al detall d'altres productes en establiments no especialitzats",521
351,5221,"Comerç al detall de fruites i verdures",522
352,5222,"Comerç al detall de carn i productes carnis",522
353,5223,"Comerç al detall de peix i marisc",522
354,5224,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria",522
355,5225,"Comerç al detall de begudes",522
356,5226,"Comerç al detall de productes de tabac",522
357,5227,"Altres tipus de comerç al detall en establiments especialitzats en alimentació",522
358,5231,"Comerç al detall de productes farmacèutics",523
359,5232,"Comerç al detall d'articles mèdics i ortopèdics",523
360,5233,"Comerç al detall de cosmètics i articles de tocador",523
361,5241,"Comerç al detall de tèxtils",524
362,5242,"Comerç al detall de peces de vestir",524
363,5243,"Comerç al detall de calçat i articles de cuir",524
364,5244,"Comerç al detall de mobles; aparells d'il·luminació i altres articles per a la llar",524
365,5245,"Comerç al detall d'electrodomèstics, aparells de ràdio, televisió i so",524
366,5246,"Comerç al detall de ferreteria, pintures i vidre",524
367,5247,"Comerç al detall de llibres, periòdics i papereria",524
368,5248,"Altres tipus de comerç al detall en establiments especialitzats",524
369,5250,"Comerç al detall de béns de segona mà, en establiments",525
370,5261,"Comerç al detall per correspondència i per Internet",526
371,5262,"Comerç al detall en parades de venda i mercats ambulants",526
372,5263,"Altres tipus de comerç al detall fora d'establiments",526
373,5271,"Reparació de calçat i altres articles de cuir",527
374,5272,"Reparació d'aparells domèstics elèctrics",527
375,5273,"Reparació de rellotges i joieria",527
376,5274,"Altres reparacions",527
377,5510,"Hotels",551
378,5521,"Albergs juvenils i refugis de muntanya",552
379,5522,"Càmpings",552
380,5523,"Altres tipus d'allotjament",552
381,5530,"Restaurants",553
382,5540,"Establiments de begudes",554
383,5551,"Menjadors col·lectius",555
384,5552,"Provisió de menjars preparats",555
385,6010,"Transport per ferrocarril",601
386,6021,"Altres tipus de transport terrestre regular de viatgers",602
387,6022,"Transport en taxi",602
388,6023,"Altres tipus de transport terrestre discrecional de viatgers",602
389,6024,"Transport de mercaderies per carretera",602
390,6030,"Transport per canonada",603
391,6110,"Transport marítim",611
392,6120,"Transport per vies de navegació interiors",612
393,6210,"Transport aeri regular",621
394,6220,"Transport aeri discrecional",622
395,6230,"Transport espacial",623
396,6311,"Manipulació de mercaderies",631
397,6312,"Dipòsit i emmagatzematge",631
398,6321,"Altres activitats afins al transport terrestre",632
399,6322,"Altres activitats afins al transport marítim",632
400,6323,"Altres activitats afins al transport aeri",632
401,6330,"Activitats de les agències de viatges, operadors turístics, i altres activitats d'ajut al sector turístic",633
402,6340,"Organització del transport de mercaderies",634
403,6411,"Activitats postals nacionals",641
404,6412,"Activitats de correus diferents de les activitats postals nacionals",641
405,6420,"Telecomunicacions",642
406,6511,"Banca central",651
407,6512,"Altres tipus de mediació monetària",651
408,6521,"Arrendament financer",652
